X;created_at;full_text;likes_count;mentioning_users.0;mentioning_users.1;mentioning_users.2;mentioning_users.3;mentioning_users.4;mentioning_users.5;mentioning_users.6;mentioning_users.7;mentioning_users.8;mentioning_users.9;mentioning_users.10;mentioning_users.11;mentioning_users.12;mentioning_users.13;mentioning_users.14;mentioning_users.15;played_count;quotes_count;replies_count;replying_to.0;replying_to.1;replying_to.2;replying_to.3;replying_to.4;replying_to.5;replying_to.6;replying_to.7;replying_to.8;replying_to.9;replying_to.10;replying_to.11;replying_to.12;replying_to.13;replying_to.14;replying_to.15;replying_to.16;replying_to.17;replying_to.18;replying_to.19;replying_to.20;replying_to.21;replying_to.22;replying_to.23;replying_to.24;replying_to.25;replying_to.26;replying_to.27;replying_to.28;replying_to.29;replying_to.30;replying_to.31;replying_to.32;replying_to.33;replying_to.34;replying_to.35;replying_to.36;replying_to.37;replying_to.38;replying_to.39;replying_to.40;replying_to.41;replying_to.42;replying_to.43;replying_to.44;replying_to.45;replying_to.46;replying_to.47;retweeted_by;retweets_count;tweet_hashtags.0;tweet_hashtags.1;tweet_hashtags.2;tweet_hashtags.3;tweet_hashtags.4;tweet_hashtags.5;tweet_hashtags.6;tweet_hashtags.7;tweet_hashtags.8;tweet_hashtags.9;tweet_hashtags.10;tweet_hashtags.11;tweet_hashtags.12;tweet_hashtags.13;tweet_hashtags.14;tweet_hashtags.15;tweet_hashtags.16;tweet_hashtags.17;tweet_hashtags.18;tweet_hashtags.19;tweet_hashtags.20;tweet_hashtags.21;tweet_hashtags.22;tweet_hashtags.23;tweet_id;tweet_links.0;tweet_links.1;tweet_links.2;tweet_links.3;;user_is_verified;user_name;language;engagement;sentiment_scores;positive;neutral;negative;compound;sentiment_label
481;Sun Mar 05 20:24:00 +00:00 2023;remember dr juliegerberding former director center disease control prevention named president merck co inc vaccine division gardasil approved;6;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#JulieGerberding,;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6324771552747028e+18;;;;;;FALSE;125d29b7;en;7;{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.4215};141;859;0.0;0.4215;Positive
490;Wed Mar 01 22:31:00 +00:00 2023;gardasil merck danger effetssecondairesvaccins;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#Gardasil;#Merck;#Danger;#EffetsSecondairesVaccins;;;;;;;;;;;;;;;;;;;;;1.6310595713881702e+18;;;;;;FALSE;2c7b674f;en;3;{'neg': 0.531, 'neu': 0.469, 'pos': 0.0, 'compound': -0.5267};0.0;469;531;-0.5267;Negative
501;Wed Dec 21 13:13:00 +00:00 2022;pot autonomic nervous system disorder characterized excessive increase heart rate person stand upgardasil lawsuit autoimmunedisorderbitlyvcdtkh;2;;;;;;;;;;;;;;;;;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#Gardasil;#Lawsuit;#AutoImmuneDisorder;;;;;;;;;;;;;;;;;;;;;;1.6055519356245606e+18;https://bit.ly/3VCDtKh;;;;;FALSE;35be2b85;en;7;{'neg': 0.335, 'neu': 0.55, 'pos': 0.115, 'compound': -0.5267};115;0.55;335;-0.5267;Negative
502;Sun Mar 05 20:07:00 +00:00 2023;interview five study participant page document obtained freedomofinformation request hospital health authority suggest inadequacy built mercks major clinical test gardasil;8;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#Merckís;#Gardasil.;;;;;;;;;;;;;;;;;;;;;;;1.632472910236377e+18;;;;;;FALSE;125d29b7;en;11;{'neg': 0.123, 'neu': 0.818, 'pos': 0.059, 'compound': -0.34};59;818;123;-0.34;Negative
503;Sat Jan 14 12:08:00 +00:00 2023;reminder zero evidence cervarix gardasil ever prevent single case cancer;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Cervarix;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6142328667241472e+18;;;;;;FALSE;2db57c94;en;0;{'neg': 0.326, 'neu': 0.593, 'pos': 0.081, 'compound': -0.6486};81;593;326;-0.6486;Negative
504;Fri Dec 23 00:18:00 +00:00 2022;know polysorbates certain vaccine drug possibly implicated severe reactionsncbinlmnihgovpmcarticle sign physiciansforinformedconsent stdonoharm vaccination informedconsent hpv hpvvaccine gardasil cervicalcancer science statistic;46;;;;;;;;;;;;;;;;;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;#vaccines;#1stDoNoHarm;#Vaccination;#InformedConsent;#HPV;#HPVvaccine;#Gardasil;#CervicalCancer;#Science;#Statistics;;;;;;;;;;;;;;;1.6060816804684923e+18;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3351639;https://physiciansforinformedconsent.org/newsletter/;;;;TRUE;3dbf9855;en;76;{'neg': 0.115, 'neu': 0.793, 'pos': 0.093, 'compound': -0.128};93;793;115;-128;Negative
512;Sun Mar 05 20:04:00 +00:00 2023;mercks call lower age gardasil hpv vaccine another marketing ploy critic say tinyurlcomohqzwwd age child vaccine call critic gardasil health hpv marketing mercks ploy vaccination;1;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#age;#children;#vaccine;#call;#Critic;#Gardasil;#health;#HPV;#marketing;#Mercks;#PLOY;#vaccination;;;;;;;;;;;;;1.6324720703312896e+18;https://tinyurl.com/2ohqzwwd;;;;;FALSE;f3fd4b2b;en;2;{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.6597};0.0;775;225;-0.6597;Negative
523;Mon Feb 27 20:01:00 +00:00 2023;flyer parent en colre lien du pdf tmestockinfospec jarnac macron gardasilparentsencolere pec protegeonsnosenfants;16;;;;;;;;;;;;;;;;;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;#Jarnac;#macron;#Gardasil;#ParentsEnColere;#PEC;#ProtegeonsNosEnfants;;;;;;;;;;;;;;;;;;;1.6302972095885476e+18;https://t.me/stock_infos_PEC/957;;;;;FALSE;a7587ab3;en;34;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
528;Mon Feb 27 18:30:00 +00:00 2023;gardasil;1;a7587ab3;ec60d3e2;c725e1b8;86d01f53;380239dd;3ce5e1a8;d091e5c6;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6302741327713198e+18;;;;;;FALSE;7086e2aa;en;1;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
531;Sat Feb 25 05:47:00 +00:00 2023;read thread hpv vaccine gardasil injury;4;;;;;;;;;;;;;;;;;0;0;0;c0bd8dd3;63657312;742d3e0e;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#hpv;#gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6293574393375212e+18;;;;;;FALSE;c0bd8dd3;en;6;{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215};0.0;641;359;-0.4215;Negative
532;Sat Mar 11 06:46:00 +00:00 2023;lately heard pregnant woman convinced shot utter madness watch know many died paralysed young life destroyed gardasil;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6344457600989102e+18;;;;;;FALSE;d00f5450;en;0;{'neg': 0.382, 'neu': 0.512, 'pos': 0.106, 'compound': -0.7906};106;512;382;-0.7906;Negative
534;Thu Dec 01 22:53:00 +00:00 2022;gardasils long shadow autoimmunity confirmed new study autoimmune childrenshealthdefenseorgd;3;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#Gardasilís;#Autoimmunity;#Study;#autoimmune;;;;;;;;;;;;;;;;;;;;;1.5984501407754363e+18;https://childrenshealthdefense.org/defender/merck-gardasil-hpv-vaccine-autoimmunity;;;;;FALSE;7b0e78d3;en;6;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
535;Tue Nov 29 16:39:00 +00:00 2022;cervicalcancers caused hpv unfortunate precisionvaccinationscom vaccine woman girl gardasil muschollingscancercenter;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#CervicalCancers;#HPV;#vaccine;#women;#girls;#gardasil;#MUSCHollingsCancerCenter;;;;;;;;;;;;;;;;;;1.5976314405101363e+18;https://www.precisionvaccinations.com/2022/11/29/cervical-cancers-caused-hpv-are-unfortunate;;;;;TRUE;c8066041;en;0;{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4588};0.0;0.75;0.25;-0.4588;Negative
538;Sat Mar 11 06:46:00 +00:00 2023;lucky one cervarix vaccine call hashimotos diagnosis luckyif daughter pressured hpv vaccinated dont gardasil bitlylbetml;1;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.634445640598954e+18;https://bit.ly/3LbEtml;;;;;FALSE;d00f5450;en;2;{'neg': 0.107, 'neu': 0.734, 'pos': 0.158, 'compound': 0.2263};158;734;107;0.2263;Positive
539;Sat Feb 25 05:38:00 +00:00 2023;vaccine harm gardasil cause infertility issue go vaccine propaganda dont forget history;6;;;;;;;;;;;;;;;;;0;0;1;63657312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#vaccines;#gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6293552296061952e+18;;;;;;FALSE;c0bd8dd3;en;8;{'neg': 0.34, 'neu': 0.557, 'pos': 0.103, 'compound': -0.5905};103;557;0.34;-0.5905;Negative
543;Sat Dec 03 10:43:00 +00:00 2022;new study girl young woman experiencing complication mercks gardasil hpv vaccine show symptom biological marker autoimmune condition via journal autoimmunity childrenshealthdefenseorgd;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;#HPV;;;;;;;;;;;;;;;;;;;;;;;1.5989913899702067e+18;https://childrenshealthdefense.org/defender/merck-gardasil-hpv-vaccine-autoimmunity;;;;;FALSE;8d19bde5;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
544;Sat Mar 11 00:06:00 +00:00 2023;excellent factual book must read parent considering gardasil vaccine;0;;;;;;;;;;;;;;;;;0;0;0;75ad123d;218011d9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6343451184497702e+18;;;;;;FALSE;3c730796;en;1;{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719};316;684;0.0;0.5719;Positive
545;Tue Nov 29 09:31:00 +00:00 2022;cervicalscreening cervicalcheck hpv awareness testing gardasil immunisation protectionagainstcancer;2;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#CervicalScreening;#CervicalCheck;#HPV;#Gardasil;#Immunisation;#ProtectionAgainstCancer;;;;;;;;;;;;;;;;;;;1.5975235513636618e+18;;;;;;FALSE;15b65f26;en;3;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
548;Sat Dec 03 08:29:00 +00:00 2022;new study girl young woman experiencing complication mercks gardasil hpv vaccine show symptom biological marker autoimmune condition via journal autoimmunity samme vaccine er p det danske brnevaccinationsprogram childrenshealthdefenseorgd;10;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;#Gardasil;#HPV;;;;;;;;;;;;;;;;;;;;;;;1.598957464900096e+18;https://childrenshealthdefense.org/defender/merck-gardasil-hpv-vaccine-autoimmunity/;;;;;TRUE;1e948a22;en;16;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
554;Sun Nov 27 06:00:00 +00:00 2022;know hpv vaccine protect several type cancer vaccine available free general practice people aged easiest way protect cancer hpv hpvvaccine hpvawareness hpvvirus gardasil;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#hpv;#hpvvaccine;#hpvawareness;#hpvvirus;#gardasil;;;;;;;;;;;;;;;;;;;;1.5967457124354007e+18;;;;;;FALSE;3a05ec06;en;1;{'neg': 0.237, 'neu': 0.458, 'pos': 0.305, 'compound': 0.128};305;458;237;128;Positive
558;Sun Mar 05 17:22:00 +00:00 2023;papillomavirus fact factsonly factcheck gardasil vaccinesideeffects;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Papillomavirus;#facts;#factsonly;#FactCheck;#Gardasil;#VaccineSideEffects;;;;;;;;;;;;;;;;;;;1.632431478817661e+18;;;;;;FALSE;f3190bd3;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
561;Mon Nov 07 16:47:00 +00:00 2022;know gardasil achieved fda approval six month one principal investigator gardasil clinical trial human testing precedes fda approval said process went fast gardasil gardasillawsuitbitlyeomuy;10;;;;;;;;;;;;;;;;;0;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;#Gardasil;#GardasilLawsuit;;;;;;;;;;;;;;;;;;;;;;;1.5896607114872586e+18;https://bit.ly/3e5OmUy;;;;;FALSE;35be2b85;en;20;{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.7351};0.22;0.78;0.0;0.7351;Positive
562;Mon Oct 24 19:42:00 +00:00 2022;friend mine whose daughter crp never covid shot gardasil finished week treatment fayetteville ar year ago friend said ppl getting treatment successful treatment gardasil injury;0;b42690fe;;;;;;;;;;;;;;;;0;0;0;64077603;01c2b095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#CRPS;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.584631554797867e+18;;;;;;FALSE;af6719cb;en;0;{'neg': 0.082, 'neu': 0.618, 'pos': 0.3, 'compound': 0.8126};0.3;618;82;0.8126;Positive
565;Fri Nov 11 02:53:00 +00:00 2022;hero many australian others around world retiring time great legacy centre vaccine hysteria u gardasil ianfrazer;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;#IanFrazer;;;;;;;;;;;;;;;;;;;;;;;1.5909005903513805e+18;;;;;;FALSE;4432cc0f;en;0;{'neg': 0.128, 'neu': 0.531, 'pos': 0.341, 'compound': 0.7003};341;531;128;0.7003;Positive
566;Mon Oct 24 15:56:00 +00:00 2022;woman injured gardasil share covid shot injured mother ended life grandmotherchildrenshealthdefenseorgd;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.5845745609467494e+18;https://childrenshealthdefense.org/defender/family-vaccine-injuries-gardasil-covid/;;;;;FALSE;64837a54;en;1;{'neg': 0.346, 'neu': 0.513, 'pos': 0.141, 'compound': -0.4939};141;513;346;-0.4939;Negative
567;Fri Nov 11 00:30:00 +00:00 2022;new systematicreview show hpv vaccine effective preventing infection cancer course none u surprised bufflygnciy vaccineswork gardasil stopcancer;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#systematicreview;#HPV;#vaccine;#Cancers;#VaccinesWork;#Gardasil;#StopCancer;;;;;;;;;;;;;;;;;;1.5908644096643151e+18;https://buff.ly/3G4nCiy;;;;;FALSE;bdc69297;en;0;{'neg': 0.322, 'neu': 0.539, 'pos': 0.139, 'compound': -0.4707};139;539;322;-0.4707;Negative
569;Wed Nov 09 22:56:00 +00:00 2022;childrenshealthdefenseorgd gardasil vaccineinjury;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#gardasil;#vaccineinjury;;;;;;;;;;;;;;;;;;;;;;;1.590478432110252e+18;https://childrenshealthdefense.org/defender/catherine-boss-gardasil-hpv-vaccine-injury/;;;;;FALSE;42d0195f;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
570;Tue Oct 18 14:02:00 +00:00 2022;reason avoid gardasil vaccine childrenshealthdefenseorgn;1;fd900b24;1e8941a8;;;;;;;;;;;;;;;0;0;0;80b90cce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.5823714325115983e+18;https://childrenshealthdefense.org/news/25-reasons-to-avoid-the-gardasil-vaccine/;;;;;FALSE;64837a54;en;2;{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296};0.0;645;355;-296;Negative
572;Fri Nov 25 00:18:00 +00:00 2022;know anyone experienced chronic pain fatigue dyscognition hpv vaccination ncbinlmnihgovpubmed want stay informed physiciansforinformedconsent stdonoharm vaccine informedconsent hpv hpvvaccine gardasil cervicalcancer science statistic;15;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;#vaccination?;#1stDoNoHarm;#Vaccines;#InformedConsent;#HPV;#HPVvaccine;#Gardasil;#CervicalCancer;#Science;#Statistics;;;;;;;;;;;;;;;1.595934821393797e+18;https://www.ncbi.nlm.nih.gov/pubmed/32659478;https://physiciansforinformedconsent.org/join/;;;;TRUE;3dbf9855;en;22;{'neg': 0.199, 'neu': 0.752, 'pos': 0.049, 'compound': -0.6124};49;752;199;-0.6124;Negative
573;Mon Oct 24 11:29:00 +00:00 2022;october dysautonomia awareness month dysautonomia common condition million people across world suffer one form anotherdysautonomia autoimmune gardasilbitlymazand;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#dysautonomia;#autoimmune;#gardasil;;;;;;;;;;;;;;;;;;;;;;1.5845072491787264e+18;https://bit.ly/3MaZaND;;;;;FALSE;35be2b85;en;1;{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.5423};0.0;821;179;-0.5423;Negative
576;Fri Oct 28 06:29:00 +00:00 2022;merckco worldwide sale gardasil usd q stoncologycomblogqme;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#MerckCo;#GARDASIL;;;;;;;;;;;;;;;;;;;;;;;1.585881466172764e+18;https://www.1stoncology.com/blog/3q22-merck-other-financial-disclosures1234622484;;;;;FALSE;6d289c6d;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
580;Wed Nov 23 16:48:00 +00:00 2022;make sense obgyns push around smoke plume vaporized hpv vaccinated also make sense obgyns push vaccination vaporizedmedtwitter gyntwitter obgyntwitter gynfluencer hpv vaccination gardasil condyloma;115;;;;;;;;;;;;;;;;;0;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;#medtwitter;#gyntwitter;#obgyntwitter;#gynfluencer;#hpv;#Vaccination;#Gardasil;#Condyloma;;;;;;;;;;;;;;;;;1.5954594061789427e+18;;;;;;TRUE;bf3261ee;en;134;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
581;Wed Nov 09 01:32:00 +00:00 2022;happened child gardasil unleashed lyme babesia ebv mycoplasma year pot fatigue depression still suffers;48;;;;;;;;;;;;;;;;;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.590155240745341e+18;;;;;;FALSE;b327846d;en;68;{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.8316};0.0;556;444;-0.8316;Negative
585;Wed Oct 12 19:14:00 +00:00 2022;good news gardasil plaintiff federal judge overseeing gardasil mdl multidistrict litigation appointed lawyer serve litigation leadership plaintiff allege gardasil hpv vaccine caused severe side effect prntorsabqq;3;;;;;;;;;;;;;;;;;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#Gardasil;#HPV;#vaccine;;;;;;;;;;;;;;;;;;;;;;1.5802757492184883e+18;https://prn.to/3rSaBQQ;;;;;FALSE;35be2b85;en;7;{'neg': 0.199, 'neu': 0.707, 'pos': 0.093, 'compound': -0.3182};93;707;199;-0.3182;Negative
586;Sat Oct 08 20:29:00 +00:00 2022;dysautonomia term many medical ailment cause autonomic nervous system malfunction an control automatic function consciously mindblood pressure body temperature others gardasil dysautonomiabitlyeomuy;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#Gardasil;#Dysautonomia;;;;;;;;;;;;;;;;;;;;;;;1.5788449383593615e+18;https://bit.ly/3e5OmUy;;;;;FALSE;35be2b85;en;2;{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.5106};0.0;823;177;-0.5106;Negative
587;Mon Oct 10 11:21:00 +00:00 2022;gardasil vaccine made merck co approved fda prevent infection type hpv since many adolescent adult reported disabling side effect getting vaccine gardasil pot hpv lawyerbitlyeomuy;6;;;;;;;;;;;;;;;;;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#Gardasil;#pots;#HPV;#lawyer;;;;;;;;;;;;;;;;;;;;;1.5794318057566372e+18;https://bit.ly/3e5OmUy;;;;;FALSE;35be2b85;en;11;{'neg': 0.107, 'neu': 0.759, 'pos': 0.134, 'compound': -0.0516};134;759;107;-0.0516;Negative
588;Wed Oct 26 04:22:00 +00:00 2022;rochelle injured gardasil vaccine covid shot injured mother ended life grandmothercovid covidvaccines gardasil vaccine moderna pfizer internationalnews hotnews gettrcompostpvlbp;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Covid;#COVIDvaccines;#Gardasil;#Moderna;#pfizer;#internationalnews;#hotnews;;;;;;;;;;;;;;;;;;1.5851247547298734e+18;https://gettr.com/post/p1vl6bp2757;;;;;FALSE;42bd2961;en;0;{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.6597};0.0;759;241;-0.6597;Negative
589;Mon Sep 26 23:22:00 +00:00 2022;first wrongful death gardasil lawsuit filed merck yearold noah foleys untimely death gardasil learn baumhedlundlawcomprescriptgardasil hpv vaccine merck wrongfuldeath gardasilinjured;8;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;#Gardasil;#HPV;#vaccine;#Merck;#wrongfuldeath;#gardasilinjured;;;;;;;;;;;;;;;;;;;1.5745399084372664e+18;https://www.baumhedlundlaw.com/prescription-drugs/gardasil-lawsuit/gardasil-injury-cases/#Noah;;;;;FALSE;35be2b85;en;20;{'neg': 0.363, 'neu': 0.637, 'pos': 0.0, 'compound': -0.8658};0.0;637;363;-0.8658;Negative
591;Wed Sep 28 23:15:00 +00:00 2022;first gardasil wrongful death lawsuit filed merck alleging hpv vaccine caused yearolds death rfkjr really knocking park trying defend american childrenshealthdefenseorgd;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;#Merck;#HPV;#RFKJr;;;;;;;;;;;;;;;;;;;;;1.575262947416445e+18;https://childrenshealthdefense.org/defender/noah-foley-wrongful-death-lawsuit-gardasil-vaccine/;;;;;FALSE;866bb0d6;en;0;{'neg': 0.35, 'neu': 0.65, 'pos': 0.0, 'compound': -0.8658};0.0;0.65;0.35;-0.8658;Negative
592;Tue Sep 20 17:07:00 +00:00 2022;reason avoid gardasil childrenshealthdefenseorgn;4;;;;;;;;;;;;;;;;;0;0;0;80b90cce;4c4050fa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.5722712298594058e+18;https://childrenshealthdefense.org/news/25-reasons-to-avoid-the-gardasil-vaccine/;;;;;FALSE;64837a54;en;5;{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296};0.0;577;423;-296;Negative
593;Thu Oct 06 22:37:00 +00:00 2022;reason avoid gardasil childrenshealthdefenseorgn;0;;;;;;;;;;;;;;;;;0;0;0;80b90cce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.578152595012477e+18;https://childrenshealthdefense.org/news/25-reasons-to-avoid-the-gardasil-vaccine/;;;;;FALSE;64837a54;en;0;{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296};0.0;577;423;-296;Negative
594;Thu Oct 06 21:30:00 +00:00 2022;boy death blamed form encephalitis caused hpv vaccine science show link parent sue anyway bufflycahsqu gardasil vaccineswork vaccinesideeffects;13;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;#encephalitis;#HPV;#vaccine;#Gardasil;#VaccinesWork;#VaccineSideEffects;;;;;;;;;;;;;;;;;;;1.5781355691206124e+18;https://buff.ly/3CAHsQu;;;;;FALSE;bdc69297;en;22;{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.7906};0.0;696;304;-0.7906;Negative
